County,Candidate Name,Party,Votes,% of Vote
SUSQUEHANNA,"HUFFMAN, DAVID   A",REP,849,6.22
TIOGA,"HUFFMAN, DAVID   A",REP,"1,841",11.87
UNION,"HUFFMAN, DAVID   A",REP,"1,987",16.42
WYOMING,"HUFFMAN, DAVID   A",REP,"1,098",11.76
BRADFORD,"HALL, ALAN  MARTIN",REP,992,5.27
CENTRE,"HALL, ALAN  MARTIN",REP,"1,771",12.28
CLINTON,"HALL, ALAN  MARTIN",REP,982,9.51
JUNIATA,"HALL, ALAN  MARTIN",REP,709,8.25
LYCOMING,"HALL, ALAN  MARTIN",REP,"2,544",6.65
MIFFLIN,"HALL, ALAN  MARTIN",REP,"1,313",9.63
NORTHUMBERLAND,"HALL, ALAN  MARTIN",REP,"1,404",7.88
PERRY,"HALL, ALAN  MARTIN",REP,"2,388",13.41
POTTER,"HALL, ALAN  MARTIN",REP,746,10.17
SNYDER,"HALL, ALAN  MARTIN",REP,842,6.77
SULLIVAN,"HALL, ALAN  MARTIN",REP,87,3.89
SUSQUEHANNA,"HALL, ALAN  MARTIN",REP,"3,777",27.67
TIOGA,"HALL, ALAN  MARTIN",REP,"1,201",7.74
UNION,"HALL, ALAN  MARTIN",REP,"1,044",8.63
WYOMING,"HALL, ALAN  MARTIN",REP,810,8.68
BRADFORD,"BRISTOL, KRYSTLE",REP,"3,582",19.01
CENTRE,"BRISTOL, KRYSTLE",REP,"1,870",12.97
CLINTON,"BRISTOL, KRYSTLE",REP,"1,276",12.36
JUNIATA,"BRISTOL, KRYSTLE",REP,834,9.71
LYCOMING,"BRISTOL, KRYSTLE",REP,"3,270",8.55
MIFFLIN,"BRISTOL, KRYSTLE",REP,"1,473",10.80
NORTHUMBERLAND,"BRISTOL, KRYSTLE",REP,"1,882",10.57
PERRY,"BRISTOL, KRYSTLE",REP,"2,126",11.94
POTTER,"BRISTOL, KRYSTLE",REP,"1,165",15.88
SNYDER,"BRISTOL, KRYSTLE",REP,965,7.75
SULLIVAN,"BRISTOL, KRYSTLE",REP,216,9.65
SUSQUEHANNA,"BRISTOL, KRYSTLE",REP,970,7.11
TIOGA,"BRISTOL, KRYSTLE",REP,"1,890",12.19
UNION,"BRISTOL, KRYSTLE",REP,"1,216",10.05
WYOMING,"BRISTOL, KRYSTLE",REP,"1,003",10.75
BRADFORD,"ROBATIN, TODD  D",REP,413,2.19
CENTRE,"ROBATIN, TODD  D",REP,892,6.19
CLINTON,"ROBATIN, TODD  D",REP,499,4.83
JUNIATA,"ROBATIN, TODD  D",REP,421,4.90
LYCOMING,"ROBATIN, TODD  D",REP,"1,515",3.96
MIFFLIN,"ROBATIN, TODD  D",REP,733,5.38
NORTHUMBERLAND,"ROBATIN, TODD  D",REP,"2,210",12.41
PERRY,"ROBATIN, TODD  D",REP,"1,086",6.10
POTTER,"ROBATIN, TODD  D",REP,285,3.89
SNYDER,"ROBATIN, TODD  D",REP,"1,702",13.68
SULLIVAN,"ROBATIN, TODD  D",REP,61,2.73
SUSQUEHANNA,"ROBATIN, TODD  D",REP,408,2.99
TIOGA,"ROBATIN, TODD  D",REP,697,4.49
UNION,"ROBATIN, TODD  D",REP,"1,142",9.44
WYOMING,"ROBATIN, TODD  D",REP,406,4.35
BRADFORD,"HARRIS, MARK  J",REP,"1,824",9.68
CENTRE,"HARRIS, MARK  J",REP,"2,194",15.21
CLINTON,"HARRIS, MARK  J",REP,"1,304",12.63
JUNIATA,"HARRIS, MARK  J",REP,"2,044",23.79
LYCOMING,"HARRIS, MARK  J",REP,"5,349",13.98
MIFFLIN,"HARRIS, MARK  J",REP,"3,033",22.24
NORTHUMBERLAND,"HARRIS, MARK  J",REP,"2,438",13.69
PERRY,"HARRIS, MARK  J",REP,"2,931",16.46
POTTER,"HARRIS, MARK  J",REP,728,9.93
SNYDER,"HARRIS, MARK  J",REP,"2,619",21.05
SULLIVAN,"HARRIS, MARK  J",REP,191,8.53
SUSQUEHANNA,"HARRIS, MARK  J",REP,"1,180",8.65
TIOGA,"HARRIS, MARK  J",REP,"2,121",13.68
UNION,"HARRIS, MARK  J",REP,"1,707",14.11
WYOMING,"HARRIS, MARK  J",REP,"1,161",12.44
