County,Candidate Name,Party,Votes,% of Vote
LEBANON,"HALCOVAGE, GEORGE  FRANCIS",REP,"3,679",8.67
LUZERNE,"HALCOVAGE, GEORGE  FRANCIS",REP,"1,333",10.02
MONTOUR,"HALCOVAGE, GEORGE  FRANCIS",REP,407,8.55
NORTHUMBERLAND,"HALCOVAGE, GEORGE  FRANCIS",REP,992,17.09
SCHUYLKILL,"HALCOVAGE, GEORGE  FRANCIS",REP,"11,952",26.23
BERKS,"MERRITT, DONNA  LEA",REP,"6,824",13.43
CARBON,"MERRITT, DONNA  LEA",REP,"1,465",9.75
COLUMBIA,"MERRITT, DONNA  LEA",REP,"1,613",10.01
LEBANON,"MERRITT, DONNA  LEA",REP,"4,761",11.22
LUZERNE,"MERRITT, DONNA  LEA",REP,"1,385",10.42
MONTOUR,"MERRITT, DONNA  LEA",REP,540,11.35
NORTHUMBERLAND,"MERRITT, DONNA  LEA",REP,429,7.39
SCHUYLKILL,"MERRITT, DONNA  LEA",REP,"3,280",7.20
BERKS,"BONKOSKI, CAROLYN  L",REP,"4,155",8.18
CARBON,"BONKOSKI, CAROLYN  L",REP,"1,338",8.91
COLUMBIA,"BONKOSKI, CAROLYN  L",REP,"1,416",8.79
LEBANON,"BONKOSKI, CAROLYN  L",REP,"3,345",7.88
LUZERNE,"BONKOSKI, CAROLYN  L",REP,"1,345",10.11
MONTOUR,"BONKOSKI, CAROLYN  L",REP,407,8.55
NORTHUMBERLAND,"BONKOSKI, CAROLYN  L",REP,655,11.28
SCHUYLKILL,"BONKOSKI, CAROLYN  L",REP,"4,607",10.11
BERKS,"RULAVAGE, ELLEN   T",REP,"4,319",8.50
CARBON,"RULAVAGE, ELLEN   T",REP,662,4.41
COLUMBIA,"RULAVAGE, ELLEN   T",REP,760,4.72
LEBANON,"RULAVAGE, ELLEN   T",REP,"2,496",5.88
LUZERNE,"RULAVAGE, ELLEN   T",REP,657,4.94
MONTOUR,"RULAVAGE, ELLEN   T",REP,234,4.92
NORTHUMBERLAND,"RULAVAGE, ELLEN   T",REP,218,3.76
SCHUYLKILL,"RULAVAGE, ELLEN   T",REP,"2,781",6.10
BERKS,"MCELWEE, DAVID   J",REP,"4,232",8.33
CARBON,"MCELWEE, DAVID   J",REP,"1,100",7.32
COLUMBIA,"MCELWEE, DAVID   J",REP,"2,261",14.04
LEBANON,"MCELWEE, DAVID   J",REP,"4,147",9.77
LUZERNE,"MCELWEE, DAVID   J",REP,"1,367",10.28
MONTOUR,"MCELWEE, DAVID   J",REP,545,11.45
NORTHUMBERLAND,"MCELWEE, DAVID   J",REP,840,14.47
SCHUYLKILL,"MCELWEE, DAVID   J",REP,"3,045",6.68
BERKS,"WOLFE, STEVEN  MICHAEL",REP,"4,578",9.01
CARBON,"WOLFE, STEVEN  MICHAEL",REP,"1,073",7.14
COLUMBIA,"WOLFE, STEVEN  MICHAEL",REP,"1,146",7.11
LEBANON,"WOLFE, STEVEN  MICHAEL",REP,"6,210",14.63
LUZERNE,"WOLFE, STEVEN  MICHAEL",REP,"1,192",8.96
MONTOUR,"WOLFE, STEVEN  MICHAEL",REP,462,9.71
NORTHUMBERLAND,"WOLFE, STEVEN  MICHAEL",REP,563,9.70
SCHUYLKILL,"WOLFE, STEVEN  MICHAEL",REP,"3,726",8.18
