County,Candidate Name,Party,Votes,% of Vote
BEAVER,"GARRITY, STACY  L",REP,"13,804",100.00
BEDFORD,"GARRITY, STACY  L",REP,"7,847",100.00
BERKS,"GARRITY, STACY  L",REP,"33,995",100.00
BLAIR,"GARRITY, STACY  L",REP,"15,985",100.00
BRADFORD,"GARRITY, STACY  L",REP,"7,907",100.00
BUCKS,"GARRITY, STACY  L",REP,"57,737",100.00
BUTLER,"GARRITY, STACY  L",REP,"25,954",100.00
CAMBRIA,"GARRITY, STACY  L",REP,"13,312",100.00
CAMERON,"GARRITY, STACY  L",REP,669,100.00
CARBON,"GARRITY, STACY  L",REP,"5,950",100.00
CENTRE,"GARRITY, STACY  L",REP,"12,587",100.00
CHESTER,"GARRITY, STACY  L",REP,"42,527",100.00
CLARION,"GARRITY, STACY  L",REP,"5,638",100.00
CLEARFIELD,"GARRITY, STACY  L",REP,"10,202",100.00
CLINTON,"GARRITY, STACY  L",REP,"4,122",100.00
COLUMBIA,"GARRITY, STACY  L",REP,"6,220",100.00
CRAWFORD,"GARRITY, STACY  L",REP,"8,397",100.00
CUMBERLAND,"GARRITY, STACY  L",REP,"29,789",100.00
DAUPHIN,"GARRITY, STACY  L",REP,"26,813",100.00
DELAWARE,"GARRITY, STACY  L",REP,"42,979",100.00
ELK,"GARRITY, STACY  L",REP,"4,203",100.00
ERIE,"GARRITY, STACY  L",REP,"19,574",100.00
FAYETTE,"GARRITY, STACY  L",REP,"7,876",100.00
FOREST,"GARRITY, STACY  L",REP,761,100.00
FRANKLIN,"GARRITY, STACY  L",REP,"21,119",100.00
FULTON,"GARRITY, STACY  L",REP,"2,003",100.00
GREENE,"GARRITY, STACY  L",REP,"3,146",100.00
HUNTINGDON,"GARRITY, STACY  L",REP,"5,938",100.00
INDIANA,"GARRITY, STACY  L",REP,"8,888",100.00
JEFFERSON,"GARRITY, STACY  L",REP,"7,466",100.00
JUNIATA,"GARRITY, STACY  L",REP,"3,435",100.00
LACKAWANNA,"GARRITY, STACY  L",REP,"12,515",100.00
LANCASTER,"GARRITY, STACY  L",REP,"56,338",100.00
LAWRENCE,"GARRITY, STACY  L",REP,"7,595",100.00
LEBANON,"GARRITY, STACY  L",REP,"16,238",100.00
LEHIGH,"GARRITY, STACY  L",REP,"24,624",100.00
LUZERNE,"GARRITY, STACY  L",REP,"22,246",100.00
LYCOMING,"GARRITY, STACY  L",REP,"14,651",100.00
McKEAN,"GARRITY, STACY  L",REP,"5,097",100.00
MERCER,"GARRITY, STACY  L",REP,"9,921",100.00
MIFFLIN,"GARRITY, STACY  L",REP,"5,472",100.00
MONROE,"GARRITY, STACY  L",REP,"9,300",100.00
MONTGOMERY,"GARRITY, STACY  L",REP,"62,873",100.00
MONTOUR,"GARRITY, STACY  L",REP,"1,794",100.00
NORTHAMPTON,"GARRITY, STACY  L",REP,"21,461",100.00
NORTHUMBERLAND,"GARRITY, STACY  L",REP,"9,097",100.00
PERRY,"GARRITY, STACY  L",REP,"7,297",100.00
PHILADELPHIA,"GARRITY, STACY  L",REP,"20,901",100.00
PIKE,"GARRITY, STACY  L",REP,"4,681",100.00
POTTER,"GARRITY, STACY  L",REP,"2,976",100.00
SCHUYLKILL,"GARRITY, STACY  L",REP,"17,260",100.00
SNYDER,"GARRITY, STACY  L",REP,"4,979",100.00
SOMERSET,"GARRITY, STACY  L",REP,"11,152",100.00
SULLIVAN,"GARRITY, STACY  L",REP,942,100.00
SUSQUEHANNA,"GARRITY, STACY  L",REP,"5,189",100.00
TIOGA,"GARRITY, STACY  L",REP,"6,431",100.00
UNION,"GARRITY, STACY  L",REP,"4,639",100.00
VENANGO,"GARRITY, STACY  L",REP,"5,799",100.00
WARREN,"GARRITY, STACY  L",REP,"4,390",100.00
WASHINGTON,"GARRITY, STACY  L",REP,"19,368",100.00
WAYNE,"GARRITY, STACY  L",REP,"6,229",100.00
WESTMORELAND,"GARRITY, STACY  L",REP,"36,107",100.00
WYOMING,"GARRITY, STACY  L",REP,"3,718",100.00
YORK,"GARRITY, STACY  L",REP,"45,087",100.00
