County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
LANCASTER,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
LAWRENCE,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
LEBANON,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
LEHIGH,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
LUZERNE,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
LYCOMING,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
McKEAN,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
MERCER,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
MIFFLIN,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
MONROE,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
MONTGOMERY,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
MONTOUR,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
NORTHAMPTON,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
NORTHUMBERLAND,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
PERRY,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
PHILADELPHIA,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
PIKE,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
POTTER,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
SCHUYLKILL,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
SNYDER,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
SOMERSET,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
SULLIVAN,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
SUSQUEHANNA,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
TIOGA,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
UNION,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
VENANGO,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
WARREN,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
WASHINGTON,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
WAYNE,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
WESTMORELAND,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
WYOMING,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
YORK,"TORSELLA, JOSEPH  M",DEM,0,0,0,0,0.00
ADAMS,"GARRITY, STACY  L",REP,0,0,0,0,0.00
ALLEGHENY,"GARRITY, STACY  L",REP,0,0,0,0,0.00
ARMSTRONG,"GARRITY, STACY  L",REP,0,0,0,0,0.00
BEAVER,"GARRITY, STACY  L",REP,0,0,0,0,0.00
BEDFORD,"GARRITY, STACY  L",REP,0,0,0,0,0.00
BERKS,"GARRITY, STACY  L",REP,0,0,0,0,0.00
BLAIR,"GARRITY, STACY  L",REP,0,0,0,0,0.00
BRADFORD,"GARRITY, STACY  L",REP,0,0,0,0,0.00
BUCKS,"GARRITY, STACY  L",REP,0,0,0,0,0.00
BUTLER,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CAMBRIA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CAMERON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CARBON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CENTRE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CHESTER,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CLARION,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CLEARFIELD,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CLINTON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
COLUMBIA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CRAWFORD,"GARRITY, STACY  L",REP,0,0,0,0,0.00
CUMBERLAND,"GARRITY, STACY  L",REP,0,0,0,0,0.00
DAUPHIN,"GARRITY, STACY  L",REP,0,0,0,0,0.00
DELAWARE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
ELK,"GARRITY, STACY  L",REP,0,0,0,0,0.00
ERIE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
FAYETTE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
FOREST,"GARRITY, STACY  L",REP,0,0,0,0,0.00
FRANKLIN,"GARRITY, STACY  L",REP,0,0,0,0,0.00
FULTON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
GREENE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
HUNTINGDON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
INDIANA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
JEFFERSON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
JUNIATA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
LACKAWANNA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
LANCASTER,"GARRITY, STACY  L",REP,0,0,0,0,0.00
LAWRENCE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
LEBANON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
LEHIGH,"GARRITY, STACY  L",REP,0,0,0,0,0.00
LUZERNE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
LYCOMING,"GARRITY, STACY  L",REP,0,0,0,0,0.00
McKEAN,"GARRITY, STACY  L",REP,0,0,0,0,0.00
MERCER,"GARRITY, STACY  L",REP,0,0,0,0,0.00
MIFFLIN,"GARRITY, STACY  L",REP,0,0,0,0,0.00
MONROE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
MONTGOMERY,"GARRITY, STACY  L",REP,0,0,0,0,0.00
MONTOUR,"GARRITY, STACY  L",REP,0,0,0,0,0.00
NORTHAMPTON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
NORTHUMBERLAND,"GARRITY, STACY  L",REP,0,0,0,0,0.00
PERRY,"GARRITY, STACY  L",REP,0,0,0,0,0.00
PHILADELPHIA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
PIKE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
POTTER,"GARRITY, STACY  L",REP,0,0,0,0,0.00
SCHUYLKILL,"GARRITY, STACY  L",REP,0,0,0,0,0.00
SNYDER,"GARRITY, STACY  L",REP,0,0,0,0,0.00
SOMERSET,"GARRITY, STACY  L",REP,0,0,0,0,0.00
SULLIVAN,"GARRITY, STACY  L",REP,0,0,0,0,0.00
SUSQUEHANNA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
TIOGA,"GARRITY, STACY  L",REP,0,0,0,0,0.00
UNION,"GARRITY, STACY  L",REP,0,0,0,0,0.00
VENANGO,"GARRITY, STACY  L",REP,0,0,0,0,0.00
WARREN,"GARRITY, STACY  L",REP,0,0,0,0,0.00
WASHINGTON,"GARRITY, STACY  L",REP,0,0,0,0,0.00
WAYNE,"GARRITY, STACY  L",REP,0,0,0,0,0.00
WESTMORELAND,"GARRITY, STACY  L",REP,0,0,0,0,0.00
WYOMING,"GARRITY, STACY  L",REP,0,0,0,0,0.00
YORK,"GARRITY, STACY  L",REP,0,0,0,0,0.00
ADAMS,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
ALLEGHENY,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
ARMSTRONG,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
BEAVER,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
BEDFORD,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
BERKS,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
BLAIR,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
BRADFORD,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
BUCKS,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
BUTLER,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CAMBRIA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CAMERON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CARBON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CENTRE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CHESTER,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CLARION,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CLEARFIELD,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CLINTON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
COLUMBIA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CRAWFORD,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
CUMBERLAND,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
DAUPHIN,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
DELAWARE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
ELK,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
ERIE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
FAYETTE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
FOREST,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
FRANKLIN,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
FULTON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
GREENE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
HUNTINGDON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
INDIANA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
JEFFERSON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
JUNIATA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
LACKAWANNA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
LANCASTER,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
LAWRENCE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
LEBANON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
LEHIGH,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
LUZERNE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
LYCOMING,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
McKEAN,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
MERCER,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
MIFFLIN,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
MONROE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
MONTGOMERY,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
MONTOUR,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
NORTHAMPTON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
NORTHUMBERLAND,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
PERRY,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
PHILADELPHIA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
PIKE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
POTTER,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
SCHUYLKILL,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
SNYDER,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
SOMERSET,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
SULLIVAN,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
SUSQUEHANNA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
TIOGA,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
UNION,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
VENANGO,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
WARREN,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
WASHINGTON,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
WAYNE,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
WESTMORELAND,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
WYOMING,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
YORK,"SOLOSKI, JOSEPH  P",LIB,0,0,0,0,0.00
ADAMS,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
ALLEGHENY,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
ARMSTRONG,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
BEAVER,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
BEDFORD,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
BERKS,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
BLAIR,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
BRADFORD,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
BUCKS,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
BUTLER,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CAMBRIA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CAMERON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CARBON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CENTRE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CHESTER,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CLARION,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CLEARFIELD,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CLINTON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
COLUMBIA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CRAWFORD,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
CUMBERLAND,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
DAUPHIN,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
DELAWARE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
ELK,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
ERIE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
FAYETTE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
FOREST,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
FRANKLIN,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
FULTON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
GREENE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
HUNTINGDON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
INDIANA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
JEFFERSON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
JUNIATA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
LACKAWANNA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
LANCASTER,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
LAWRENCE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
LEBANON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
LEHIGH,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
LUZERNE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
LYCOMING,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
McKEAN,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
MERCER,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
MIFFLIN,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
MONROE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
MONTGOMERY,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
MONTOUR,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
NORTHAMPTON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
NORTHUMBERLAND,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
PERRY,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
PHILADELPHIA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
PIKE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
POTTER,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
SCHUYLKILL,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
SNYDER,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
SOMERSET,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
SULLIVAN,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
SUSQUEHANNA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
TIOGA,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
UNION,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
VENANGO,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
WARREN,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
WASHINGTON,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
WAYNE,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
WESTMORELAND,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
WYOMING,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
YORK,"RUNKLE, TIMOTHY",GRN,0,0,0,0,0.00
