County,Candidate Name,Party,Votes,% of Vote
PHILADELPHIA,"SHAPIRO , JOSHUA  D",DEM,"227,005",100.00
PIKE,"SHAPIRO , JOSHUA  D",DEM,"3,772",100.00
POTTER,"SHAPIRO , JOSHUA  D",DEM,749,100.00
SCHUYLKILL,"SHAPIRO , JOSHUA  D",DEM,"9,758",100.00
SNYDER,"SHAPIRO , JOSHUA  D",DEM,"1,861",100.00
SOMERSET,"SHAPIRO , JOSHUA  D",DEM,"4,769",100.00
SULLIVAN,"SHAPIRO , JOSHUA  D",DEM,499,100.00
SUSQUEHANNA,"SHAPIRO , JOSHUA  D",DEM,"2,275",100.00
TIOGA,"SHAPIRO , JOSHUA  D",DEM,"1,930",100.00
UNION,"SHAPIRO , JOSHUA  D",DEM,"2,840",100.00
VENANGO,"SHAPIRO , JOSHUA  D",DEM,"3,307",100.00
WARREN,"SHAPIRO , JOSHUA  D",DEM,"2,384",100.00
WASHINGTON,"SHAPIRO , JOSHUA  D",DEM,"22,800",100.00
WAYNE,"SHAPIRO , JOSHUA  D",DEM,"3,334",100.00
WESTMORELAND,"SHAPIRO , JOSHUA  D",DEM,"38,097",100.00
WYOMING,"SHAPIRO , JOSHUA  D",DEM,"1,856",100.00
YORK,"SHAPIRO , JOSHUA  D",DEM,"30,868",100.00
ADAMS,"HEIDELBAUGH, HEATHER  S",REP,"12,068",100.00
ALLEGHENY,"HEIDELBAUGH, HEATHER  S",REP,"75,942",100.00
ARMSTRONG,"HEIDELBAUGH, HEATHER  S",REP,"8,984",100.00
BEAVER,"HEIDELBAUGH, HEATHER  S",REP,"13,959",100.00
BEDFORD,"HEIDELBAUGH, HEATHER  S",REP,"7,852",100.00
BERKS,"HEIDELBAUGH, HEATHER  S",REP,"34,119",100.00
BLAIR,"HEIDELBAUGH, HEATHER  S",REP,"16,141",100.00
BRADFORD,"HEIDELBAUGH, HEATHER  S",REP,"7,258",100.00
BUCKS,"HEIDELBAUGH, HEATHER  S",REP,"58,680",100.00
BUTLER,"HEIDELBAUGH, HEATHER  S",REP,"26,165",100.00
CAMBRIA,"HEIDELBAUGH, HEATHER  S",REP,"13,376",100.00
CAMERON,"HEIDELBAUGH, HEATHER  S",REP,668,100.00
CARBON,"HEIDELBAUGH, HEATHER  S",REP,"5,998",100.00
CENTRE,"HEIDELBAUGH, HEATHER  S",REP,"12,645",100.00
CHESTER,"HEIDELBAUGH, HEATHER  S",REP,"42,620",100.00
CLARION,"HEIDELBAUGH, HEATHER  S",REP,"5,613",100.00
CLEARFIELD,"HEIDELBAUGH, HEATHER  S",REP,"10,287",100.00
CLINTON,"HEIDELBAUGH, HEATHER  S",REP,"4,179",100.00
COLUMBIA,"HEIDELBAUGH, HEATHER  S",REP,"6,288",100.00
CRAWFORD,"HEIDELBAUGH, HEATHER  S",REP,"8,510",100.00
CUMBERLAND,"HEIDELBAUGH, HEATHER  S",REP,"29,628",100.00
DAUPHIN,"HEIDELBAUGH, HEATHER  S",REP,"26,946",100.00
DELAWARE,"HEIDELBAUGH, HEATHER  S",REP,"43,449",100.00
ELK,"HEIDELBAUGH, HEATHER  S",REP,"4,222",100.00
ERIE,"HEIDELBAUGH, HEATHER  S",REP,"19,619",100.00
FAYETTE,"HEIDELBAUGH, HEATHER  S",REP,"7,874",100.00
FOREST,"HEIDELBAUGH, HEATHER  S",REP,750,100.00
FRANKLIN,"HEIDELBAUGH, HEATHER  S",REP,"21,255",100.00
FULTON,"HEIDELBAUGH, HEATHER  S",REP,"2,030",100.00
GREENE,"HEIDELBAUGH, HEATHER  S",REP,"3,200",100.00
HUNTINGDON,"HEIDELBAUGH, HEATHER  S",REP,"5,932",100.00
INDIANA,"HEIDELBAUGH, HEATHER  S",REP,"8,979",100.00
JEFFERSON,"HEIDELBAUGH, HEATHER  S",REP,"7,624",100.00
JUNIATA,"HEIDELBAUGH, HEATHER  S",REP,"3,449",100.00
LACKAWANNA,"HEIDELBAUGH, HEATHER  S",REP,"12,682",100.00
LANCASTER,"HEIDELBAUGH, HEATHER  S",REP,"56,839",100.00
LAWRENCE,"HEIDELBAUGH, HEATHER  S",REP,"7,655",100.00
LEBANON,"HEIDELBAUGH, HEATHER  S",REP,"16,279",100.00
LEHIGH,"HEIDELBAUGH, HEATHER  S",REP,"24,719",100.00
LUZERNE,"HEIDELBAUGH, HEATHER  S",REP,"22,079",100.00
LYCOMING,"HEIDELBAUGH, HEATHER  S",REP,"14,624",100.00
McKEAN,"HEIDELBAUGH, HEATHER  S",REP,"5,161",100.00
MERCER,"HEIDELBAUGH, HEATHER  S",REP,"10,046",100.00
MIFFLIN,"HEIDELBAUGH, HEATHER  S",REP,"5,499",100.00
MONROE,"HEIDELBAUGH, HEATHER  S",REP,"9,366",100.00
MONTGOMERY,"HEIDELBAUGH, HEATHER  S",REP,"62,989",100.00
MONTOUR,"HEIDELBAUGH, HEATHER  S",REP,"1,811",100.00
NORTHAMPTON,"HEIDELBAUGH, HEATHER  S",REP,"21,502",100.00
NORTHUMBERLAND,"HEIDELBAUGH, HEATHER  S",REP,"9,094",100.00
PERRY,"HEIDELBAUGH, HEATHER  S",REP,"7,313",100.00
PHILADELPHIA,"HEIDELBAUGH, HEATHER  S",REP,"21,065",100.00
PIKE,"HEIDELBAUGH, HEATHER  S",REP,"4,691",100.00
POTTER,"HEIDELBAUGH, HEATHER  S",REP,"2,982",100.00
SCHUYLKILL,"HEIDELBAUGH, HEATHER  S",REP,"17,268",100.00
SNYDER,"HEIDELBAUGH, HEATHER  S",REP,"4,997",100.00
SOMERSET,"HEIDELBAUGH, HEATHER  S",REP,"11,190",100.00
SULLIVAN,"HEIDELBAUGH, HEATHER  S",REP,896,100.00
SUSQUEHANNA,"HEIDELBAUGH, HEATHER  S",REP,"5,141",100.00
TIOGA,"HEIDELBAUGH, HEATHER  S",REP,"6,357",100.00
UNION,"HEIDELBAUGH, HEATHER  S",REP,"4,674",100.00
VENANGO,"HEIDELBAUGH, HEATHER  S",REP,"5,766",100.00
WARREN,"HEIDELBAUGH, HEATHER  S",REP,"4,438",100.00
WASHINGTON,"HEIDELBAUGH, HEATHER  S",REP,"19,552",100.00
WAYNE,"HEIDELBAUGH, HEATHER  S",REP,"6,258",100.00
WESTMORELAND,"HEIDELBAUGH, HEATHER  S",REP,"36,479",100.00
WYOMING,"HEIDELBAUGH, HEATHER  S",REP,"3,619",100.00
YORK,"HEIDELBAUGH, HEATHER  S",REP,"45,096",100.00
